Contact	DeliveryPercentage	OverheadRatio	AvgLatency	TotalForwards
13200	45.67901234567901	318.64864864864865	633.7175675692523	118.42592592592592
13300	45.39877300613497	321.77027027027026	633.7175675692523	118.8957055214724
13400	44.984802431610944	324.7567567567568	633.7175675692523	118.91185410334346
13500	44.87951807228915	325.5838926174497	632.5369127534723	118.95180722891567
13600	44.61077844311377	328.241610738255	632.5369127534723	119.18263473053892
13700	44.345238095238095	330.9261744966443	632.5369127534723	119.43452380952381
13800	44.37869822485207	331.7133333333333	633.4353333352419	119.81656804733728
13900	43.988269794721404	334.58	633.4353333352419	119.80645161290323
14000	43.604651162790695	337.28	633.4353333352419	119.7296511627907
14100	43.641618497109825	337.26490066225165	636.0874172205694	119.80057803468208
14200	43.39080459770115	339.74834437086093	636.0874172205694	119.97413793103448
14300	43.3048433048433	340.48026315789474	638.5684210547777	120.00569800569801
14400	42.93785310734463	343.0986842105263	638.5684210547777	119.90677966101696
14500	42.69662921348314	345.5	638.5684210547777	120.03932584269663
14600	42.33983286908078	348.07236842105266	638.5684210547777	119.90529247910864
14700	42.10526315789473	350.48026315789474	638.5684210547777	120.05263157894737
14800	42.14876033057851	350.73202614379085	635.6764705905086	120.22865013774104
14900	42.465753424657535	349.26451612903224	639.4716129057505	120.65753424657534
15000	42.119565217391305	351.81935483870967	639.4716129057505	120.53804347826087
15100	41.891891891891895	354.3032258064516	639.4716129057505	120.71081081081081
15200	41.8230563002681	355.0705128205128	645.7730769257299	120.78552278820375
15300	41.6	357.5833333333333	645.7730769257299	120.98666666666666
15400	41.644562334217504	357.9872611464968	646.6343949072426	121.24403183023873
15500	41.31578947368421	360.8216560509554	646.6343949072426	121.22368421052632
15600	41.14583333333333	361.36708860759495	648.1037974712708	120.92708333333333
15700	40.932642487046635	363.7974683544304	648.1037974712708	121.10103626943005
15800	40.72164948453608	366.34177215189874	648.1037974712708	121.30412371134021
15900	40.66496163682864	366.62264150943395	650.4943396256938	121.22506393861893
16000	40.458015267175576	369.2201257861635	650.4943396256938	121.46310432569975
16100	40.15151515151515	371.35849056603774	650.4943396256938	121.22979797979798
16200	39.949748743718594	373.70440251572325	650.4943396256938	121.38442211055276
16300	40.0	373.55	654.7006250031927	121.4775
16400	39.70223325062035	376.20625	654.7006250031927	121.44416873449131
16500	39.6551724137931	376.4347826086956	659.8763975188624	121.39162561576354
16600	39.36430317848411	379.30434782608694	659.8763975188624	121.44498777506112
16700	39.90267639902677	374.6463414634146	662.7670731744945	121.57907542579075
16800	39.61352657004831	377.1646341463415	662.7670731744945	121.5048309178744
16900	39.568345323741006	377.8787878787879	662.1739393978444	121.62350119904077
17000	39.618138424821005	377.76506024096386	661.6945783173013	121.73508353221958
17100	39.33649289099526	380.2048192771084	661.6945783173013	121.65402843601896
17200	39.15094339622642	383.06626506024094	661.6945783173013	122.02594339622641
17300	38.967136150234744	385.65060240963857	661.6945783173013	122.28638497652582
17400	39.018691588785046	385.7365269461078	663.7065868305426	122.48831775700934
17500	38.74709976798144	387.9580838323353	663.7065868305426	122.31786542923435
17600	38.56812933025404	390.58682634730536	663.7065868305426	122.5958429561201
17700	38.39080459770115	392.83233532934133	663.7065868305426	122.7448275862069
17800	38.12785388127854	395.34730538922156	663.7065868305426	122.67579908675799
17900	37.868480725623584	397.9760479041916	663.7065868305426	122.66439909297053
18000	37.69751693002257	400.52694610778445	663.7065868305426	122.8803611738149
18100	37.66816143497758	400.51785714285717	661.6898809567319	122.7713004484305
18200	37.723214285714285	400.7396449704142	666.1390532589443	123.02008928571429
18300	37.6940133037694	400.93529411764706	665.4052941223096	122.98226164079823
18400	37.362637362637365	403.6	665.4052941223096	122.71428571428571
18500	37.199124726477024	406.01176470588234	665.4052941223096	122.92341356673961
18600	36.95652173913043	408.4294117647059	665.4052941223096	122.85434782608695
18700	36.7170626349892	410.7294117647059	665.4052941223096	122.73002159827213
